timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
10042000,10042000,40.15402992320449,116.25936803065851,50.814445,50.813004,-0.0,0.4715431,0.8266106,50.71285,2,0,1,0
10054000,10054000,40.15402992731103,116.25936801847048,50.8167,50.815258,-0.0,0.47155094,0.81354284,50.7162,2,0,1,0
11045000,11045000,40.15403019938341,116.25936746060941,50.820404,50.828472,-0.0,0.38822,0.6768623,50.699932,2,0,1,0
12044000,12044000,40.154030150844974,116.25936753340383,50.814648,50.85061,-0.0,0.3649275,0.61755806,50.693947,2,0,1,0
13045000,13045000,40.154029984446225,116.2593682360442,50.810093,50.861027,-0.0,0.3529068,0.58332163,50.733803,2,0,1,0
14043000,14043000,40.154030012595925,116.2593688782907,50.811573,50.87354,-0.0,0.35778403,0.56835574,50.724445,2,0,1,0
15037000,15033000,40.154030175470844,116.25936826204652,50.7467,50.826588,-0.0,0.35413954,0.5550103,50.650417,2,0,1,0
16049000,16045000,40.15403025398509,116.25936834593668,50.766666,50.8713,-0.0,0.3686047,0.55433893,50.6935,2,0,1,0
17038000,17034000,40.154030110515706,116.2593686756316,50.75754,50.883472,-0.0,0.39770555,0.56065875,50.657745,2,0,1,0
18038000,18034000,40.15403011909897,116.25936894466282,50.74028,50.86621,-0.0,0.5309712,0.5862248,50.645466,2,0,1,1
19037000,19033000,40.15403049896694,116.259368049002,50.757412,50.86689,-0.0,0.5038728,0.5985516,50.66584,2,0,1,0
20039000,20035000,40.15403046546962,116.25936789259818,50.765617,50.875095,-0.0,0.68233085,0.62716085,50.66391,2,0,1,1
21048000,21044000,40.15403063805813,116.25936748111626,50.761776,50.871254,-0.0,0.95294863,0.6516295,50.661106,2,0,1,1
22038000,22034000,40.15403013554603,116.25936780553653,50.793816,51.018234,-0.0,0.52803266,0.63712174,50.714825,2,0,1,0
23038000,23034000,40.15402955601629,116.25936836638301,50.8351,51.050533,-0.0,0.38145366,0.58728397,50.69505,2,0,1,0
24038000,24034000,40.15402983575271,116.25936812205474,50.8452,51.05174,-0.0,0.36448762,0.57067144,50.743984,2,0,1,0
25038000,25034000,40.15402980309245,116.25936712883978,50.876232,51.08142,-0.0,0.43549782,0.5792905,50.751816,2,0,1,0
26036000,26032000,40.154030786015625,116.25936796742398,51.631496,51.822285,-0.0,0.44714224,0.5836522,50.751816,2,0,1,0
27039000,27035000,40.15403092950602,116.25936779112092,54.12513,54.315918,-0.0,0.67607176,0.59953535,50.751816,2,0,1,1
28036000,28032000,40.154029560134,116.25936745659308,56.82332,56.930153,-0.0,0.5861966,0.6082673,50.751816,2,0,1,0
29037000,29033000,40.154027694746354,116.25936851771353,59.63372,59.73429,-0.0,0.5311019,0.6091303,50.751816,2,0,1,0
30037000,30033000,40.1540296898612,116.25936698771464,62.471355,62.571926,-0.0,0.7302097,0.6209976,nan,2,0,0,1
31049000,31045000,40.15402971357838,116.25936418938933,64.51619,64.63807,-0.0,0.5424231,0.6175073,nan,2,0,0,0
32038000,32034000,40.15403097491494,116.25936490125419,65.23187,65.3478,-0.0,0.38787937,0.5859746,nan,2,0,0,0
33037000,33033000,40.15403019372285,116.25936700767168,65.65253,65.80104,-0.0,0.36190644,0.56773746,nan,2,0,0,0
34036000,34032000,40.154029977659015,116.25936778898131,65.75373,65.91933,-0.0,0.35464165,0.55510765,nan,2,0,0,0
35035000,35031000,40.15403011084261,116.25936735336028,65.79259,65.97093,-0.0,0.35763744,0.5497256,nan,2,0,0,0
36049000,36045000,40.15403027877778,116.25936777000845,65.81111,65.97629,-0.0,0.39727667,0.5572628,nan,2,0,0,0
37036000,37032000,40.154029938556434,116.25936745274889,65.814224,65.9794,-0.0,0.5062836,0.5742857,nan,2,0,0,1
38048000,38044000,40.15402970740916,116.25936692630765,65.796814,65.95908,-0.0,0.44479558,0.5770374,nan,2,0,0,0
39039000,39035000,40.154009850087576,116.25936664301749,66.15656,66.321236,-0.0,0.37262222,0.5629113,nan,2,0,0,0
40036000,40032000,40.15399387048533,116.25936680772696,66.032196,66.20152,-0.0,0.36377,0.5541852,nan,2,0,0,0
